sessionCount,sessionName,method,r2_x,r2_y,r2_weighted,n_run
10,indy_20160627_01,TTS,0.6724906119712364,0.7986671285327822,0.7402424381531474,4
10,indy_20160627_01,None,0.6710881612888325,0.8049782070966798,0.7429818492607646,0
10,indy_20160627_01,None,0.6814962539329509,0.8172746550035641,0.7544039144016608,1
10,indy_20160627_01,None,0.6578614507044058,0.805995861755156,0.737403802503081,2
10,indy_20160627_01,None,0.6148220443624635,0.7923794684951637,0.7101633968183172,3
10,indy_20160627_01,None,0.6751917130577629,0.8196807804580937,0.7527766587074435,4
11,indy_20160630_01,TTS,0.6152236951992167,0.7885641979521392,0.7020721004229198,0
11,indy_20160630_01,TTS,0.5993354268993367,0.7777099054085805,0.6887059937611328,1
11,indy_20160630_01,TTS,0.614658727358591,0.7783698812873416,0.6966825614322131,2
11,indy_20160630_01,TTS,0.6039975825636923,0.7760052306383134,0.6901781905826635,3
11,indy_20160630_01,TTS,0.6119659440346829,0.7751093474387432,0.6937053193300563,4
11,indy_20160630_01,None,0.6002326172560946,0.7897301300424561,0.6951761331567721,0
11,indy_20160630_01,None,0.6144291396217711,0.7881739910881946,0.7014801347789519,1
11,indy_20160630_01,None,0.6152426051126845,0.7832855441917802,0.699436783832275,2
11,indy_20160630_01,None,0.6090195064280539,0.7768498835658897,0.6931071857126219,3
11,indy_20160630_01,None,0.614170750880807,0.7731655916332517,0.693831581089827,4
12,indy_20160915_01,TTS,0.7493681873044562,0.8145081746077087,0.7844822339574263,0
12,indy_20160915_01,TTS,0.7405095476893317,0.7868258029126434,0.7654765643258398,1
12,indy_20160915_01,TTS,0.7322949974366928,0.8232064663617862,0.7813012943870506,2
12,indy_20160915_01,TTS,0.7696986338147027,0.8256316202665281,0.7998495990976087,3
12,indy_20160915_01,TTS,0.7552723342692087,0.810148547519888,0.7848536404990069,4
12,indy_20160915_01,None,0.7560152280565803,0.833675766835325,0.7978785426605032,0
12,indy_20160915_01,None,0.7587840594823855,0.803336862478112,0.7828004780860535,1
12,indy_20160915_01,None,0.7567178398921712,0.8163339824736121,0.7888542295130252,2
12,indy_20160915_01,None,0.7766618032870253,0.8239993652225954,0.8021793605825953,3
12,indy_20160915_01,None,0.7526771948209903,0.8266795771701785,0.7925685613044244,4
13,indy_20160916_01,TTS,0.7773289584122669,0.8455794869763064,0.8150399770397486,0
13,indy_20160916_01,TTS,0.7843215025507023,0.8648531453446895,0.8288183049257369,1
13,indy_20160916_01,TTS,0.7758107616113752,0.855929750624993,0.8200795570430844,2
13,indy_20160916_01,TTS,0.7695549251431797,0.8502192272707082,0.8141250268567478,3
13,indy_20160916_01,TTS,0.7756845997215391,0.8467801367983772,0.8149675939993014,4
13,indy_20160916_01,None,0.7833930978445258,0.8452099160363901,0.8175492462491155,0
13,indy_20160916_01,None,0.7867571820044681,0.8565204507829762,0.8253040472635668,1
13,indy_20160916_01,None,0.7871311928295898,0.8267880919610413,0.8090431412542982,2
13,indy_20160916_01,None,0.7881894205514877,0.8354892707366758,0.8143243907698802,3
13,indy_20160916_01,None,0.7873211752209174,0.8317456828674556,0.8118674090834637,4
14,indy_20160921_01,TTS,0.783516614872875,0.8553296733903353,0.8264646489678501,0
14,indy_20160921_01,TTS,0.7617547105668397,0.8589427549002344,0.8198783377709329,1
14,indy_20160921_01,TTS,0.7836055571388633,0.8584811999873418,0.828385179791445,2
14,indy_20160921_01,TTS,0.7360879694996147,0.8694947467838188,0.8158723281884966,3
14,indy_20160921_01,TTS,0.779032127591871,0.8557796742741643,0.8249312484434834,4
14,indy_20160921_01,None,0.7092167458568727,0.8527409091954123,0.795051840305853,0
14,indy_20160921_01,None,0.7525616411244761,0.8610709376711669,0.8174559801753043,1
14,indy_20160921_01,None,0.7891100642856681,0.8690372398420352,0.8369107725659776,2
14,indy_20160921_01,None,0.7648992920367663,0.8715214888750883,0.8286650449461765,3
14,indy_20160921_01,None,0.7792422753872607,0.8647586693723263,0.8303856339960148,4
15,indy_20160927_04,TTS,0.7704254016130436,0.8846135355461555,0.8282334710280517,0
15,indy_20160927_04,TTS,0.7587542810648383,0.8938172650250827,0.8271303030142425,1
15,indy_20160927_04,TTS,0.7920829183959921,0.886079867861216,0.8396691429214548,2
15,indy_20160927_04,TTS,0.7980822045501665,0.8728331491999967,0.8359250840886484,3
15,indy_20160927_04,TTS,0.7928567916036708,0.8829896523225429,0.838486810148872,4
15,indy_20160927_04,None,0.7877367241726128,0.8734725149158332,0.8311407134657377,0
15,indy_20160927_04,None,0.77614162264719,0.8819713384043842,0.8297182189531259,1
15,indy_20160927_04,None,0.7871714859271903,0.8864668166082772,0.8374400310980996,2
15,indy_20160927_04,None,0.7753824331497389,0.8943911122550582,0.8356309173463424,3
15,indy_20160927_04,None,0.780940496754227,0.8853109298693796,0.8337783270486553,4
16,indy_20160927_06,TTS,0.7674743584342486,0.8066167005602284,0.7796765769155696,0
16,indy_20160927_06,TTS,0.7616108094739885,0.8032343798388802,0.7745865250796202,1
16,indy_20160927_06,TTS,0.7531606961008417,0.816111263376076,0.7727848814125752,2
16,indy_20160927_06,TTS,0.7630741069683146,0.809709760660781,0.77761228747737,3
16,indy_20160927_06,TTS,0.767247325003698,0.8010008035922174,0.7777696212657894,4
16,indy_20160927_06,None,0.7799439756704132,0.81085161121893,0.7895791099321855,0
16,indy_20160927_06,None,0.787387186494807,0.8199096839476486,0.7975257371773521,1
16,indy_20160927_06,None,0.7885820747814956,0.8158058492224461,0.7970688036171263,2
16,indy_20160927_06,None,0.7627740476497098,0.8068323357472339,0.7765087612125485,3
16,indy_20160927_06,None,0.7580809631984822,0.8078834535492263,0.7736063721333325,4
17,indy_20160930_02,TTS,0.7213447568479495,0.7882614685679173,0.7548105059126542,0
17,indy_20160930_02,TTS,0.7083888045532414,0.771937502566697,0.7401701746541336,1
17,indy_20160930_02,TTS,0.7002289524575631,0.7941368555972712,0.7471932793183567,2
17,indy_20160930_02,TTS,0.7109202510843728,0.7826019065293796,0.746768998460126,3
17,indy_20160930_02,TTS,0.7172925975052138,0.7847035208160089,0.7510055069676486,4
17,indy_20160930_02,None,0.7080882116367876,0.7927016164431486,0.7504042624405056,0
17,indy_20160930_02,None,0.7247209566070263,0.7859416637190328,0.7553380740521866,1
17,indy_20160930_02,None,0.7364958052506492,0.7952418330260071,0.7658753096157996,2
17,indy_20160930_02,None,0.709225411920269,0.7676080912681945,0.7384232019276306,3
17,indy_20160930_02,None,0.7180230925826314,0.7916464572926698,0.7548429091180898,4
18,indy_20160930_05,TTS,0.674421591528847,0.8028355001561833,0.7419423484951821,0
18,indy_20160930_05,TTS,0.706298420385729,0.8262996980017223,0.7693957685481723,1
18,indy_20160930_05,TTS,0.6781706653974884,0.821935193916451,0.7537628648272177,2
18,indy_20160930_05,TTS,0.683513285279741,0.833851312427675,0.7625618673403686,3
18,indy_20160930_05,TTS,0.6793522124707919,0.8164930320127203,0.7514616283855986,4
18,indy_20160930_05,None,0.6977806001898088,0.800584910602959,0.7518356860656101,0
18,indy_20160930_05,None,0.6814228872399661,0.8209428133395387,0.7547832507927101,1
18,indy_20160930_05,None,0.7058445333324213,0.8173394713097117,0.7644692001665142,2
18,indy_20160930_05,None,0.6931008972475858,0.8041571504389691,0.7514949011485845,3
18,indy_20160930_05,None,0.6842906007373117,0.8250738389761548,0.758315220933593,4
19,indy_20161005_06,TTS,0.6977609640470301,0.8341725074691911,0.7788608276761642,0
19,indy_20161005_06,TTS,0.6768441405381407,0.8423048487579452,0.7752144143138576,1
19,indy_20161005_06,TTS,0.6916867090589138,0.8361839659724168,0.7775937190998633,2
19,indy_20161005_06,TTS,0.724403777025111,0.8376634099933281,0.7917392866013186,3
19,indy_20161005_06,TTS,0.7162882002315563,0.8321220380761514,0.7851541350136544,4
19,indy_20161005_06,None,0.7283619620418387,0.8421157673784057,0.7959912686873927,0
19,indy_20161005_06,None,0.6925275208072765,0.8502248833216846,0.786282303384679,1
19,indy_20161005_06,None,0.7167316804304545,0.8461420425266034,0.7936691774699427,2
19,indy_20161005_06,None,0.6878116308225211,0.8463151570548854,0.7820456966478719,3
19,indy_20161005_06,None,0.6954703291796878,0.8403083587219818,0.7815799365451027,4
20,indy_20161006_02,TTS,0.7354252573924107,0.8195105350963392,0.7805634002915458,0
20,indy_20161006_02,TTS,0.7473178437476444,0.8197649985134037,0.7862084808930315,1
20,indy_20161006_02,TTS,0.7416272388339897,0.8192851621758123,0.7833150887974023,2
20,indy_20161006_02,TTS,0.7266856765618837,0.8306520963522923,0.782496292181599,3
20,indy_20161006_02,TTS,0.7288125576750748,0.8264139071193675,0.7812063152824079,4
20,indy_20161006_02,None,0.7392195234413039,0.8152328040732455,0.7800245063953691,0
20,indy_20161006_02,None,0.729032635320296,0.8337686220203286,0.785256365127008,1
20,indy_20161006_02,None,0.7420585071112862,0.8320311383615835,0.7903570630212394,2
20,indy_20161006_02,None,0.7490987278391611,0.8361981054859932,0.7958548813776158,3
20,indy_20161006_02,None,0.7219741245924767,0.8210079791522934,0.775136870807256,4
21,indy_20161007_02,TTS,0.7237918621011309,0.8331010559507862,0.7745512131355432,0
21,indy_20161007_02,TTS,0.7597877311944145,0.8212083906131764,0.7883093285313235,1
21,indy_20161007_02,TTS,0.7367014959699916,0.8269560015983258,0.7786125189341445,2
21,indy_20161007_02,TTS,0.7372514616992372,0.8254267626742147,0.7781969750373905,3
21,indy_20161007_02,TTS,0.7282439762089019,0.8228741758873519,0.772186917829545,4
21,indy_20161007_02,None,0.7398729491264552,0.8086948809655962,0.7718314374663667,0
21,indy_20161007_02,None,0.7437146447316745,0.8294226164162566,0.7835144169920832,1
21,indy_20161007_02,None,0.7377015927414725,0.8161248287703095,0.7741185895799765,2
21,indy_20161007_02,None,0.7516915093352815,0.8257109036270559,0.7860635167199339,3
21,indy_20161007_02,None,0.7455934174668797,0.8254879867388566,0.7826936497949791,4
22,indy_20161011_03,TTS,0.7765157040716567,0.7926914019166948,0.7846342586573516,0
22,indy_20161011_03,TTS,0.7707671333060233,0.7876081101619596,0.7792195902690027,1
22,indy_20161011_03,TTS,0.7620788012134221,0.7882879809289807,0.7752331428811183,2
22,indy_20161011_03,TTS,0.7617746706131197,0.7726391917933269,0.7672275548777701,3
22,indy_20161011_03,TTS,0.7650664407599046,0.7762886062460364,0.7706988260790211,4
22,indy_20161011_03,None,0.7741717598290737,0.7781159456385632,0.7761513398198236,0
22,indy_20161011_03,None,0.7726121186049603,0.7779495648543341,0.7752909735847499,1
22,indy_20161011_03,None,0.7658177161778648,0.7809327303390333,0.7734039154693302,2
22,indy_20161011_03,None,0.7817272834528912,0.7741817487325124,0.7779401927139009,3
22,indy_20161011_03,None,0.7776447747344476,0.776980565891768,0.7773114094727289,4
23,indy_20161013_03,TTS,0.767649799167772,0.8054540360616342,0.7872092058288966,0
23,indy_20161013_03,TTS,0.7827834239793281,0.8073132989854858,0.7954748533008362,1
23,indy_20161013_03,TTS,0.7586427683403159,0.8037500892963657,0.7819806930404037,2
23,indy_20161013_03,TTS,0.7758146347998179,0.7909249454126532,0.7836325074600204,3
23,indy_20161013_03,TTS,0.759896616967761,0.7830719529951298,0.7718872259341631,4
23,indy_20161013_03,None,0.7666152829428291,0.7987816594479662,0.7832577360267309,0
23,indy_20161013_03,None,0.7774702612027931,0.8148290552947137,0.7967992017145312,1
23,indy_20161013_03,None,0.7745852656767929,0.8095367518793463,0.7926686972764247,2
23,indy_20161013_03,None,0.777827310526963,0.8080335659941303,0.7934556231960136,3
23,indy_20161013_03,None,0.7672048261931156,0.8182894229921427,0.7936353134878871,4
24,indy_20161014_04,TTS,0.7572751462894389,0.8251510532921196,0.787724323129896,0
24,indy_20161014_04,TTS,0.7479590869708349,0.8286539791944342,0.7841588690723246,1
24,indy_20161014_04,TTS,0.7685551907192205,0.8294765904258469,0.7958845709802018,2
24,indy_20161014_04,TTS,0.7646401442968478,0.8161063427652343,0.7877279150195009,3
24,indy_20161014_04,TTS,0.767824444709851,0.8281296175866144,0.7948773852067846,4
24,indy_20161014_04,None,0.7763203434225394,0.814084876106938,0.7932615377989043,0
24,indy_20161014_04,None,0.7720267080175116,0.8286045634338488,0.7974075714328298,1
24,indy_20161014_04,None,0.7656778402831336,0.8338710374093161,0.7962693536831575,2
24,indy_20161014_04,None,0.7913183890970348,0.8356939348776082,0.8112252883272895,3
24,indy_20161014_04,None,0.7743357866700019,0.8241119038892355,0.7966653858248229,4
25,indy_20161017_02,TTS,0.7884890608647334,0.8271646777722732,0.8075039771172006,0
25,indy_20161017_02,TTS,0.7754783259264258,0.8141350377103982,0.7944839474508416,1
25,indy_20161017_02,TTS,0.7776001002431565,0.8253859840973694,0.8010940908292724,2
25,indy_20161017_02,TTS,0.7903843090969537,0.8228613542347294,0.8063516896535132,3
25,indy_20161017_02,TTS,0.783231895002309,0.8311213327798553,0.8067767980065648,4
25,indy_20161017_02,None,0.7904743566959301,0.826406503996299,0.8081404426260198,0
25,indy_20161017_02,None,0.7943364144413003,0.8308401651194138,0.8122835298992043,1
25,indy_20161017_02,None,0.7926915536408339,0.8288058708925351,0.8104472036592368,2
25,indy_20161017_02,None,0.790651486520912,0.8124975200527604,0.8013921166975362,3
25,indy_20161017_02,None,0.777214066479396,0.8242934872161009,0.800360723575086,4
26,indy_20161024_03,TTS,0.7915133095883313,0.8058023183442092,0.7991886028456494,0
26,indy_20161024_03,TTS,0.7683635996674405,0.8296975036557008,0.8013089010364001,1
26,indy_20161024_03,TTS,0.7821225757056672,0.8203785063850745,0.8026716209062521,2
26,indy_20161024_03,TTS,0.772364941825837,0.8224807587541805,0.7992844852544095,3
26,indy_20161024_03,TTS,0.7687815749785247,0.8205899895977712,0.7966102915951253,4
26,indy_20161024_03,None,0.7850593368458105,0.8289443327412048,0.8086320155982676,0
26,indy_20161024_03,None,0.7801656313375314,0.8201998949117039,0.8016699021041193,1
26,indy_20161024_03,None,0.7923348986163199,0.8197230880008758,0.8070463729323366,2
26,indy_20161024_03,None,0.7755320506226656,0.8220010947810279,0.8004927422560851,3
26,indy_20161024_03,None,0.7915929141273063,0.8191099620871547,0.8063736043960168,4
27,indy_20161025_04,TTS,0.7784516801236788,0.8201913861681667,0.7988385040127265,0
27,indy_20161025_04,TTS,0.7779608352209536,0.8175474990721103,0.7972960539076475,1
27,indy_20161025_04,TTS,0.7675334739919575,0.8184108546635076,0.7923833902463132,2
27,indy_20161025_04,TTS,0.7695183448461529,0.8062864849820841,0.7874769187968205,3
27,indy_20161025_04,TTS,0.7752601885159248,0.8055918747256201,0.7900750208090862,4
27,indy_20161025_04,None,0.7735133268705754,0.825064026603338,0.798692110729016,0
27,indy_20161025_04,None,0.7739822999628576,0.8087804007501633,0.7909786523489528,1
27,indy_20161025_04,None,0.7816256189507791,0.8276704673779598,0.8041151931438107,2
27,indy_20161025_04,None,0.7830891108111933,0.800941380445398,0.791808651784108,3
27,indy_20161025_04,None,0.7805543757842233,0.8099807980438967,0.7949270521910317,4
28,indy_20161026_03,TTS,0.768157006874223,0.8208111446272726,0.796494314512345,0
28,indy_20161026_03,TTS,0.7636054986914116,0.8209231155276207,0.7944525889806758,1
28,indy_20161026_03,TTS,0.7617901194929947,0.8267630099153307,0.7967571109319366,2
28,indy_20161026_03,TTS,0.7545262813792537,0.8124919164159148,0.7857221209194776,3
28,indy_20161026_03,TTS,0.7674238853768363,0.8248288524519585,0.7983179856580589,4
28,indy_20161026_03,None,0.7727334252470581,0.818874340184081,0.797565458532023,0
28,indy_20161026_03,None,0.7696232393458093,0.8190003303854435,0.7961969119720346,1
28,indy_20161026_03,None,0.770038279448953,0.8185668531666948,0.7961552985734245,2
28,indy_20161026_03,None,0.7596891094618883,0.8248348794093578,0.794749140887754,3
28,indy_20161026_03,None,0.7740781732615183,0.8257164290019307,0.801868755374457,4
29,indy_20161027_03,TTS,0.7397016555194416,0.7561377517598082,0.7486044346263194,0
29,indy_20161027_03,TTS,0.724773400370046,0.7220733059565403,0.7233108667014898,1
29,indy_20161027_03,TTS,0.71181835783221,0.7661964665362178,0.7412728148371875,2
29,indy_20161027_03,TTS,0.7045576620761291,0.7763651002741416,0.7434528931065731,3
29,indy_20161027_03,TTS,0.7394820459160973,0.7478102161149194,0.7439930842162076,4
29,indy_20161027_03,None,0.719542400138194,0.7674479704521563,0.7454909407318377,0
29,indy_20161027_03,None,0.7443575396863602,0.7313591350332576,0.7373168212775585,1
29,indy_20161027_03,None,0.7319481800618418,0.7445386709643846,0.7387679478286668,2
29,indy_20161027_03,None,0.716119031766628,0.7641651637280805,0.7421437090097667,3
29,indy_20161027_03,None,0.7301184572184135,0.7819526690561028,0.7581949865488199,4
30,indy_20161206_02,TTS,0.6320436207271192,0.7392010765297002,0.6849349626540804,0
30,indy_20161206_02,TTS,0.6566888028682585,0.7305605859873952,0.6931508270031617,1
30,indy_20161206_02,TTS,0.6410098170436622,0.7612959953111058,0.7003813030142871,2
30,indy_20161206_02,TTS,0.6593566146193011,0.7417685225113652,0.7000339185598019,3
30,indy_20161206_02,TTS,0.6425022505979452,0.7252768146721525,0.683358556288609,4
30,indy_20161206_02,None,0.6572108808449948,0.7230916797021221,0.6897286728425326,0
30,indy_20161206_02,None,0.6573341760761793,0.7503666791299881,0.7032536493642105,1
30,indy_20161206_02,None,0.6538361962979408,0.7168416916942872,0.6849347808558393,2
30,indy_20161206_02,None,0.6523728235949973,0.7265413586473369,0.6889813201134501,3
30,indy_20161206_02,None,0.6640882686321417,0.7310639424108302,0.6971464747652127,4
31,indy_20161207_02,TTS,0.7404353877336545,0.853261725973037,0.8026094854989907,0
31,indy_20161207_02,TTS,0.7445678893587853,0.845411512761503,0.8001387906065829,1
31,indy_20161207_02,TTS,0.7574788150849849,0.8654647873511643,0.8169855800986413,2
31,indy_20161207_02,TTS,0.7474670864034954,0.8477366823576346,0.8027216640050164,3
31,indy_20161207_02,TTS,0.7531250901066459,0.8519238249090759,0.8075691347557317,4
31,indy_20161207_02,None,0.732352626558559,0.8574566539818805,0.80129246944659,0
31,indy_20161207_02,None,0.7312199569823156,0.8584386538130271,0.8013251098904014,1
31,indy_20161207_02,None,0.7513028858416697,0.8458081945277024,0.8033809944932336,2
31,indy_20161207_02,None,0.7444026228013161,0.849413395061146,0.8022698736824334,3
31,indy_20161207_02,None,0.7532185444379623,0.8608324120668607,0.8125202574180405,4
32,indy_20161212_02,TTS,0.7914922629711804,0.8692579662990456,0.832512926147906,0
32,indy_20161212_02,TTS,0.7772472424078853,0.8600046985185898,0.820901007335174,1
32,indy_20161212_02,TTS,0.7871819506815785,0.8661996936862821,0.82886305278793,2
32,indy_20161212_02,TTS,0.7827809368397102,0.8718415636320438,0.829759563890169,3
32,indy_20161212_02,TTS,0.7886032192500632,0.8637063855226101,0.8282194196486242,4
32,indy_20161212_02,None,0.7934615965065364,0.8729455513614314,0.8353886208955564,0
32,indy_20161212_02,None,0.7872311056034735,0.8663157834085077,0.8289475151754776,1
32,indy_20161212_02,None,0.7896082489498012,0.8706612720024496,0.8323629417747382,2
32,indy_20161212_02,None,0.7887959174112903,0.8676100956546485,0.8303696410570551,3
32,indy_20161212_02,None,0.7804988734978842,0.8806663488969794,0.8333362567371988,4
33,indy_20161220_02,TTS,0.6331091926440724,0.7205088066777432,0.6873366131176393,0
33,indy_20161220_02,TTS,0.6389484234579601,0.7122911797262212,0.6844542134642755,1
33,indy_20161220_02,TTS,0.6132849605893452,0.7241523197279828,0.6820730321074717,2
33,indy_20161220_02,TTS,0.6562449454377184,0.7114189763447043,0.6904778812040251,3
33,indy_20161220_02,TTS,0.657112743175807,0.7042839827035174,0.6863803168191303,4
